text,claim,binary-claim
"""This was a Soviet Union at the height of its global power and influence, both in its own view and in the view of the rest of the world."" Leon Aron",0_0,0
"Luciers attack on Seitz fits into a broader effort to squelch scientific debate on global warming. Last year, Vice President Al Gore and his minions claimed that a consensus of 2,500 scientists supported the theory that man-made emissions of greenhouse gases were disrupting Earths climate.",0_0,0
"Having read too many Gore, Pachauri, Quinn and other Deep Ecology treatises, LunaBomber James Lee held Discovery Channel employees hostage and denounced the TV station for its support of ""parasitic human infants,"" before being shot by police. His website and actions underscore how demented some Earth Liberation and global warming fanatics have become.",5_2,1
(f) I am not surprised or disappointed that you and other bloggers disapprove of our tactics. It is simply not your role in the controversy to be aggressive or controversial. But it is ours.,0_0,0
"Elevated CO 2 increased rates of net photosynthesis in 74% of the reviewed studies. Some of the non-responsive observations were made late in the growing season when senescence was occurring. The CO 2 -induced increases in photosynthesis led to increases in total biomass ranging from 22 to 90% and averaging 33%, in spite of the fact that several of the studies were performed when environmental stresses and resource limitations made growing conditions less-than-optimal for this genus. In addition, elevated CO 2 reduced stomatal conductance and water loss in the majority of studies. What it means",3_3,1
"Hmm. No lepers bell there. But perhaps Tim Flannery , then, is introduced as a paleontologist and mammalogist, not a climatologist who by definition works closely with people who pay him to scare us about global warming:",5_2,1
"This comes on the heels of a review of the ICESat satellite data from 1992 to 2008, which showed a net gain in ice mass in Antarctica.",1_1,1
We are dealing here with something more like religion and less like science.,5_2,1
"First, standard climate alarmism claims that manmade emissions of greenhouse gases are warming surface temperatures. But not only is such warming not being observed in Antarctica, its actually getting cooler in western Antarctica, according to surface temperature analysis from each of eight NASA stations located there.",1_1,1
"Because the press hounds followed this red herring so eagerly, activists followed up through intimidating letters from congressman to university and corporate officials, naming skeptical scientists, implying that questioning climate dogma can have serious personal repercussions. Disturbing and threatening as the revealed totalitarian impulses of this activism is, it reinforces the lesson of the climategate scandal: popular climate discourse is actually a dogma posing as science. Not only does this undermine the credibility of science, but also it destroys the collegiality needed for scientists to question each other about their works in order to move human knowledge ahead. Science has been set back a generation by the red herrings of climate activism. Its time for it to end.",0_0,0
THE SOI INDICATES NO EL NINO EVENT IN 1943 OR 1944,0_0,0
"Sen. McConnell warned, ?Considering that two-thirds of the U.S. Federal government hasn?t even signed off on the Clean Power Plan and 13 states have already pledged to fight it, our international partners should proceed with caution before entering into a binding, unattainable deal.",0_0,0
There were 124 separate occasions from November 2008 till December 2010 when total generation from the windfarms metered by the National Grid was less than 20MW (average capacity over the period was in excess of 1600MW).,4_4,1
"Clearly, sea levels have actually been falling in the last decade, after very little change in the 1990s.",1_6,1
"Phew! That took rather longer than originally expected. I'm finally back in the saddle, and bear the scars of a rather traumatic house move and a complete absence from the blogosphere for three weeks. I spent the first ten days like a lost sheep, wandering around aimlessly, unable to understand how any question, even the most simple, could be answered without a 2Mb broadband connection and the assistance of Mr Google. It's nice to be back. Lots of reading to catch up on though. Posting will resume in due course. Thanks for your patience.",0_0,0
"The climate record indicates a solar effect of this kind. One example is the record of the sun's magnetism and reconstructed land temperatures of the Northern Hemisphere over 240 years (Figure 3).13 If changes in the sun's magnetism track changes in the sun's brightness, over these long time scales, they might explain the high correlation of solar magnetism with terrestrial temperature change. Climate models suggest that changes of roughly 0.5% in the sun's brightness would produce global average temperature changes of about 0.5 C over a century or so.14",2_1,1
"The recent hype in Nature notwithstanding, Greenland has been cooling for the better part of two generations.",1_4,1
"In one corner are William Galston and Elaine Kamarck, Democrats who held top jobs in the Clinton White House, writing in the Washington Post.",0_0,0
"3 W.S.Broecker and G.H. Denon: What Drives Glacial Cycles ? Scientific American, Jan.1990",0_0,0
"""..., this committee recommends an increased effort in research on the natural causes of climate change, in particular the activity variations of the sun, the mechanism of cloud formation, and the multi-decadal variations in ocean current systems.""",2_1,1
"When global warming alarmists claim winters will become warmer and free of snow, yet their predictions are proven false for 20 years in a row, at some point logical people come to realize that global warming alarmists are selling snake oil.",5_2,1
Local newspaper boasts ultimate passive-aggressive paywall policy:,0_0,0
"A new Iowa state law to curb junk food consumption may make it much harder for school cafeterias to feed students. ""Based on a strict interpretation of these new guidelines, six of our top revenue-producing food items would be eliminated,"" Dianne Duncan-Goldsmith, director of food service for the Iowa City school district, told The Daily Iowan. That would amount to nearly $200,000 in lost profits at a time when budgets everywhere are tight.",0_0,0
"The result? Nothing, aside from promises by various countries to get serious ""really serious ""about carbon emissions sometime soon.",0_0,0
"""An international group of scientists are aiming to create a simulator that can replicate everything happening on Earth - from global weather patterns and the spread of diseases to international financial transactions or congestion on Milton Keynes' roads.""",0_0,0
"The Chicago River is largely frozen over this morning, as a historically cold air mass plunges most of the nation into a deep freeze.The temperature at Chicago's O'Hare airport was 16 degrees below zero this morning, shattering the previous January 6 low temperature record of 14 degrees below zero set in 1884 and 1988.Temperatures at the South Pole were 11 degrees below zero five degrees warmer than Chicago at the time Chicago set its low temperature record..Meteorologists at Weather Bell reported the average temperature in the United States registered merely 14.8 degrees Fahrenheit this morning, with strong Arctic cold extending into South Texas and Florida.Global warming activists and their media allies have already begun blaming global warming for the record cold.The accompanying photo was taken this morning by Heartland Institute communications director Jim Lakely.",1_3,1
A Compelling Description of Water Resources and Global Water Policies,0_0,0
"During the last interglacial, sea levels were 31 feet higher than the present, sea ice extent much less than the present, and Greenland was 8C warmer than the present , all with ""safe"" levels of CO2. There is no evidence the current interglacial is any different.",2_1,1
Working Group I depends entirely on climate models and 98% of them didnt predict the pause.,5_1,1
Let's cool it in heat of great debate,0_0,0
I can?t overstate the HUGE amount of political interest in the project as a,0_0,0
"Furthermore, there has been no ???global warming??, in any statistically-significant sense, for 15 years. Indeed, there has been global cooling for nine years. In general, there was less warming in the southern hemisphere than in the northern hemisphere anyway. So the likelihood that manmade ???global warming?? had or has any measurable impact on the glaciers of the Andes is very small indeed. But that will not stop the likes of Al Gore and the New York Times (with which he works closely) suggesting otherwise.",1_4,1
"Let us next consider the erroneous discussion by the authors of statistical significance of verification scores. The authors state the following: The nonsense predictor mentioned above (number of available grid points) scores RE=46% (and CE=-23%), which is more than any of the flavors ever approaches in the 100 random samples. And it is not unlikely that other nonsense predictors score even higher. On this background, the originally reported 57% of verification are hardly significant. This has already been claimed by McIntyre and McKitrick 2005b in a slightly different context.",0_0,0
I too don?t see why the schemes should be symmetrical. The temperature ones,0_0,0
"The over-reaction was typified by Robert Watson, former head of the IPCC, who waxed lyrical to the Observer about what this could mean for the administration: ""It's hugely embarrassing.... If climate change is a threat to national security and the economy, then has to act. There are two groups the Bush Administration tends to listen to, the oil lobby and the Pentagon.""",0_0,0
that there are lessons to be learned - data should be available to the wider public,0_0,0
"ethanol last year, yet it provided only one per cent of the countrys",0_0,0
"The1899 San Ciriaco hurricane was the longest lasting storm on record, and killed more than 3,000 people.",1_7,1
"At the same time that the President was announcing the Californication of the country's automobile fleet, House Energy and Commerce Committee Chairman Henry Waxman (D-Beverly Hills) is pushing through an anti-energy bill designed to export the Golden State's failed energy model to the rest of the country. The bill, the Clean Energy and Security Act, borrows liberally from California's climate initiatives, including a cap-and-trade scheme, a renewable energy requirement, and a low-carbon standard.",0_0,0
"There was just one problem. The CAA is a highly interconnected statute. As Attorney Peter Glaser cautioned in congressional testimonies , once you start regulating CO 2 under oneprovision of the Act, you end up having to regulate CO 2 undermultiple provisions. The endangerment finding wouldinitiate a regulatory cascadethat couldgive thegreenhouse lobby everything it had ever demandedand more.Bushs EPA could tee up Al Gores regulatory agenda on steroids but without any of Gores allies on the Hill voting for it or taking responsibility for the compliance burdens and economic fallout, energy realists warned .",0_0,0
"Dumping them all into the public domain would be the last resort. Majority of the emails are irrelevant, some of them probably sensitive and socially damaging.",0_0,0
"liquid ocean, whose heat capacity and mass/energy transport with the atmosphere dominate the earth's weather.",0_0,0
"The errors in the record exceed by a wide margin the purported rise in temperatures of 0.7 degrees C (about 1.2 degrees F) during the twentieth century, Watts said. See for yourself at Surfacestations.org",5_1,1
And an ideal carbon tax can be shown to have only modest damage to the economy .,0_0,0
"The march was an excuse for those who are perpetually angry that the top 50% have so much more than the bottom 50%. Arguably, the environmental movement has been hijacked by anti-capitalists who think everyone can live in peace, harmony, and prosperity without anyone having to work hard.",0_0,0
"Charlie Crist: The Florida governor's presence would spark the age-old debate between GOP conservatives and moderates. Crist might want to talk to Rudy Giuliani, who spent nearly $50 million on his presidential effort and secured all of one delegate.",0_0,0
"A better way to look at this is in cross plots of the corresponding CO2-temperature data as shown below. If there is 95% certainty that global warming is predominately caused by manmade activities the relationship should be easily discernible including by the naked eye. In fact the cross plot below covering over the period mentioned there were two hiatuses totaling 35 years out of the total 56 years (nearly two-thirds of the time), exhibiting no or very little correlation between CO2 and global mean temperature. So how can the IPCC in AR5 increase the probability (to 95%) of manmade causes being the overwhelming predominant and by implication the only important forcing of global warming? (my question).",2_3,1
"""here is potential for positive foreign policy impacts from US entry in the global gas market, through both increased supply diversity for strategic gas-importing allies, and as a contributory factor in weakening the oil linked contract pricing structure that works to the advantage of rent-seeking energy suppliers,"" Ebinger and colleagues concluded in their Brookings analysis.",0_0,0
Ive finished reading Donna Laframboises book The Delinquent Teenager Who Was Mistaken for the Worlds Top Climate Expert: An Expose of the IPCC .,0_0,0
Swissvale man accused in casino thefts arrested by federal agents:,0_0,0
The Californian company bankrolls businesses hoping to profit from technology that helps reduce global warming and carbon emissions.,0_0,0
"They state: ""we have shown that bad weather may affect electoral outcomes by significantly decreasing Democratic presidential vote share, to the benefit of Republicans"". And they make a compelling case that weather has decided some presidential elections.",0_0,0
"I was reading through the latest State of the Climate in 2006 put out by AMS, and was kind of puzzled by their discussion of Antarctic Sea Ice on page S74. while there was considerable discussion of the reduction of sea ice in the Arctic, there was no discussion of the rising trend of March sea ice as shown on the lower left of Fig 5.22. In fact, after reading through the discussion, I at least, was left with impression that negative ice cover trends and locations where they took place were more important than the overall positive trend as shown in the figure.",1_1,1
Russian President Proposes Creative Commons-Style Rules Baked Directly Into Copyright:,0_0,0
Rick Piltz at Climate Science Watch reports that the U.S. House of Representatives votes 244-179 to kill funding for the UN IPCC.,0_0,0
"Great way to cap off a less than perfect year for the warmist camp, says Allan.",0_0,0
Witch trials were completely legal and were administered by highly educated upper level social strata.,0_0,0
"Frank Pallone (D- N.J.) will introduce a bill that would create an emission trading system amongst electric power plants with caps on emissions. According to the BNA Daily Environment Report (July 2, 1999) the ""bill would impose a cap and allow trading of nitrogen oxides, sulfur dioxide, and carbon dioxide emission allowances."" Also, it ""would amend the Federal Power Act and require the Federal Energy Regulatory Commission to set standards for those pollutants' cap levels.""",0_0,0
"You can read the whole paper ""Carbon cycle modelling and the residence time of natural and anthropogenic atmospheric CO2: on the construction of the ""Greenhouse Effect Global Warming' dogma"" by Tom V. Segalstad, one of the chapters in the book Bate, R. (Ed.): ""Global Warming: The Continuing Debate"", European Science and Environment Forum (ESEF), Cambridge, England (ISBN 0-9527734-2-2), pages 184-219, 1998.",0_0,0
"To fully understand the context of Vilsack's actions, some background is essential.",0_0,0
"Here we see that while warming was most rapid in the N. Hemisphere during this period, it was also present in the tropics in southern hemisphere. The contradicts Trenberth??s assertion that the early warming period was not globally distributed.",2_1,1
6. No Global Warming for 15 Years: David Whitehouse. http://jennifermarohasy.com/2012/04/no-global-warming-for-15-years-david-whitehouse/,1_4,1
"""Last week, as President Obama delivered his economic speech deriding the so-called 'trickle-down' economic policies that created 16 million jobs under President Reagan, his Energy Department was preparing to announce the next stage of a policy that may never create any. Why Obama is doubling and tripling down on one of his worst and most embarrassing policy mistakes is anybody's guess. Maybe it's change that only he and global warming diehards can believe in.""",0_0,0
"There has been a technological revolution in the natural gas industry over the last decade. In that time, a drilling process known as hydraulic fracturing , or ???fracking,?? has become economically viable, thereby allowing for the exploitation of huge natural gas reserves that had been too expensive to recover. As a result, America??s natural gas supply has roughly doubled.",4_5,1
"Given the intense interest in Arctic Sea Ice this year, since it appears we have a potential for recovery again, I??ve decided to put all the sea ice graphs and imagery in one handy place for easy nail biting reference.",1_1,1
The proposed EPA plan will chase away more American industry,0_0,0
The definition of fully consistent is that they are on a mission and have little or no evidence. The fall in temperatures after 1950 was fully consistent withenteringan ice age.,0_0,0
"Despite claims that it continues to get warmer and warmer, this table from NOAA/NCDC indicates that 2011 was in the middle of the pack, going all the way back to 1980 (the start of the global warming era). Such remote years as 1981, 1986, 1987, and 1990 were hotter.",1_4,1
New York Times Columnist Tom Friedman Hails China's One-Party Autocracy,0_0,0
Boeing Announces Big Layoffs in Defense Division US Business News CNBC,0_0,0
A Dark Victory: How vested interests defeated climate science,0_0,0
"on Monday, December 12th, 2011 at 3:22 pm and is filed under Uncategorized.",0_0,0
"The climate change fraud that is now unravelling is unprecedented in its deceit, unmatched in scopeand for the liberal elite, akin to 9 on the Richter scale. Never have so few fooled so many for so long, ever.",5_2,1
"Do you understand that the correct null hypothesis is that gentle warmings, such as that which occurred between 1979 and 1998, and equivalent coolings, are to be viewed as due to natural causes unless and until evidence indicates otherwise. Gentlemen, where is that evidence, and why is it not presented in the voluminous reports of the Intergovernmental Panel on Climate Change (IPCC) that you and the government so often refer to?",2_1,1
Dalton McGuinty??s Green Energy Act is already destroying jobs as energy costs rise and the opposition has targeted the province??s impossible green energy math as an election issue.,4_1,1
"The President says that, America cannot resist this transition; we must lead it.We cannot cede to other nations the technology that will power new jobs and new industries we must claim its promise. But thats just it how does he know, despite the Solyndra and other failures, the tiny market shares of politically-correct renewables, and the intractable dependence of renewables on policy privileges thatwind and solar power are the future?What information does he have that tens of thousands of savvy investors dont?",0_0,0
"People haveresponded to Osbornes Budget with protests up and down the country, and leading figures from the Green Parties were fast to criticise the measures included in theBudget. In her response to theBudget, Green MP Caroline Lucas said it was cruel and counterproductive and a serious blow for the fight against climate change. -- Bright Green, 8 July 2015",0_0,0
"Out: ""climate change"" (joining its predecessors ""new ice age"" and ""global warming"" on the scrap heap).",0_0,0
Water-efficient maize boosts harvests for drought-hit Tanzanian farmers,0_0,0
The people in the future envisioned by the IWG (and embedded in their IAMs) need not worry. They will not be disappointed because the IWG assumes future growth in per capita GDP that actually exceeds that of the U.S. for the past two centuries.,0_0,0
"There is no evidence at all of an increasing trend over the last decade and temperatures since 2006 have averaged 15.8C, a similar level to the late 1940s.",1_4,1
"Until recently, Europe had positioned itself as the global leader in climate protection and renewable energy, with Germany leading the way with ambitious targets and generous subsidies that boosted solar power and wind energy.",0_0,0
"And the judge's finding could not have been blunter: ""The Armageddon scenario that he depicts is not based on any scientific view."" And that quotation, too, was on one of my slides, but Abraham carefully failed to mention it, or to check with me to find out how it was that the judge had come to that conclusion.",0_0,0
"More than 100 of the world's independent science bodies including the National Academy of Sciences, the American Association for the Advancement of Science, the American Medical Association and every major science oversight group in Europe and across the developed and developing world have by now issued summary statements that foods made from genetically modified crops are as safe as conventional or organic varieties and often times are safer because they undergo extensive evaluations for approval.",0_0,0
Learn more:5 questions every president should answer on Afghanistan,0_0,0
Last May I wrote about a study which he had authored where he found that weather extremes in the Alps had not increased.,1_7,1
"Remember that all these samples were collected the year of their exposure along receding ice cap margins . So, out of the 145 samples, 135 have been dated to less than 5000 years ago, and over half are as recent as the MWP. Yet the study ignores all the evidence from these, and uses a tiny amount of data from one small corner of the survey area to justify its claim of Unprecedented warmth in the Arctic.",5_1,1
"Any further action by the Prime Minister seems to bring new charts, new requirements and new demands, without any connection between them. The response of the British public service and it was obvious, as a run-up to do the minimum possible to avoid incurring the wrath ministerial, with no consideration for the users of the service. The Dean of the above will try to excel many more students can, and will not care if people with disabilities in her school will not learn the bare minimum. The family doctor will refuse to see patients suffered more serious and / or most at risk, but success will appear in the list of the average waiting time in his clinic. And so on.",0_0,0
"6) Thought control. In addition to vilifying climate chaos skeptics, alarmists are determined to control all thinking on the subject. They are terrified that people will find realist analyses and explanations far more persuasive. They refuse to debate skeptics, respond to NIPCC and other studies examining natural climate change and carbon dioxide benefits to wildlife and agriculture, or even admit there is no consensus.",5_2,1
"Funniest thing about this climate nonsense is the sense of supreme importance many (like our opponents in the paper) feel. Politicians feed egos of scientists and their hangers on because, for now, these folks are useful in advancing the agenda-of-the-moment. But, as always happens, manias morph and something new will capture attentions. How sad some will be when the phone stops ringing! Perhaps the mere thought of this misery is what accounts the vehemence of the debate.",0_0,0
"Converting to biomass? I bet the conversion efficiency is lower than conventional fuels, therefore even more waste heat.",0_0,0
"Currently, its ""Clean Power"" plan is generating its latest and most duplicitous Administer, Gina McCarthy, to go around saying that it will not be costly, nor cost jobs. ""Clean Power"" is the name given to the EPA policy to reduce overall U.S. carbon dioxide (CO2) emissions by 30% from 2005 levels by 2030. It is requiring each state to cut its emissions by varying amounts using a baseline established by the EPA.",4_1,1
"For instance, the notorious claim that glaciers in the Himalayas would disappear by 2035 seems to have been based on a misprint (for 2350) in a document issued by a pressure group. When several reviewers challenged the assertion in draft, they were ignored. When Indian scientists challenged it after publication, they were not just dismissed but vilified and accused of ""voodoo science"" by the IPCC chairman, Rajendra Pachauri.",0_0,0
Yet you wouldnt know this from most networks. Recent years slowdown in global warming was completely ignored by networks in 92 climate change stories in 2013. (2),0_0,0
"Dem congressman: Hey, let's impeach John Roberts:",0_0,0
"As DOJ reviews legality of merger, it's AT&T; versus Sprint:",0_0,0
"Biggest Player. The United Nations Intergovernmental Panel on Climate Change (IPCC) is the scientific panel whose reports contain the work of Glimategate figures and are highly politicized and publicized to increase fear of Anthropogenic Global Warming (AGW): ""imminent catastrophic man-made climate change."" Many horrendously expensive and needless local, state, federal and international policies have flowed from IPCC's flawed reports.",5_2,1
"To summarize, a pro-AGW paper being peer reviewed by other climate scientists is probably (like Briffa appears to have been) being considered favorably because of its results, is being reviewed by reviewers who know and often have co-authored with the papers writer, likely contains undisclosed data treatment that influences the result, is being reviewed by reviewers who do not have the mathematical background to spot subtle statistical errors, and is being judged on conformity to accepted practices in the discipline in a discipline that is evolving so quickly that the accepted practices themselves are not well validated.",5_2,1
"As noted above, the application of likelihood methods to assess trend confidence intervals under different autocorrelation structures seems so obvious and is so easy to implement that one would expect it to be almost routine. And perhaps it is in some circles, but, if it is, it hasnt been mentioned in any of the recent climate debate on trends.",0_0,0
Click here to download Part 4 in PDF form,0_0,0
"Guest Opinion: Dr. Tim Ball, WUWT, Aug 8, 2015",0_0,0
"On the basis of these findings, the authors conclude that this worst drought of the modern meteorological record ""is not likely to be purely anthropogenic in origin."" And if it is no different from what has been occurring over and over again for the past 1500 years, it is surely not the result of anthropogenic greenhouse gas emissions.",1_7,1
"These showers are just the first line, more will come later...here is the 24 hr precipitation ending 5 AM Monday. Not used to seeing precipitation around here! But with the rain will come lightning and the potential for new fire starts.",0_0,0
"""Based on the above analysis,"" in the words of the three researchers, ""it is likely that the observed decrease in stress response was the result of acclimatization of the coral/algal holobionts (Berkelmans et al ., 2004; Maynard et al ., 2008) or an influx of thermo-tolerant colonies between 2002 and 2007."" And providing further support for their conclusions, they note that several ""similar decreases in susceptibility to thermal stress have been documented between successive bleaching events, including between 1991 and 1994 at Moorea Island (Adjeroud et al ., 2002), between 1998 and 2002 on the Great Barrier Reef in Australia (Maynard et al ., 2008), and between 1982-83 and 1997-98 in Panama (Glynn et al ., 2001), Costa Rica (Jimenez et al ., 2001), and at the Galapagos Islands (Podesta and Glynn, 2001).""",3_2,1
"Human Achievement Hour is an annual event that recognizes and celebrates the fact that this is the greatest time to be alive yet, and that the reason we have come this far is that people have been free to use their minds and the resources in their environment to experiment, create, and innovate.",0_0,0
"Figure 1. Changes in yearly average surface-temperature sampled worldwide, reconstructed for land and sea surface (solid line, University of East Anglia Climate Research Unit ), and land only (dashed line, NASA-Goddard Institute for Space Studies ).2 The temporary warming in 1997-1998 is a natural and unusually strong El Nio event and biases the estimated warming trend upward.",0_0,0
"In today's highly charged environment of climate change policy, efforts are often made to impune the credibility of those engaged in the debate through assertions that their views are a product of financial relationships rather than sincerely held beliefs or objective research.",0_0,0
"For what its worth, while this study is often cited by cholesterol deniers, they almost never emphasize the absurd conclusions regarding pushing the guidelines even lower. Perhaps this is to protect the lay audience from falling into despairas they probably shouldover the state of what used to be called science.",0_0,0
Near-future reductions in pH will have no consistent ecological effects on the early life-history stages of reef corals,3_2,1
"Firstly, it misunderstands international trade. Our economic well-being is independent of Chinese productivity. The idea that other nations will ?steal our jobs? or otherwise capitalize off of our unwillingness to go green is a fallacy. The belief that another country?s rise or fall impacts our economic well-being in any appreciable way is unsupported by economic theory and disproven by empirical evidence (ignoring, for simplicity, the prospect of military confrontation, where relative strength does indeed matter). There is no race or contest being played out; the U.S. and China are not Pepsi and Coca Cola writ large.",0_0,0
#31. Key Finding of International Scientific Panel's Analysis of Climate-Change,0_0,0
National | Central Midlands & Coastal Advocate,0_0,0
"In the civilian world, politicians and bureaucrats have robbed the concept of ""strategy"" of any meaning by systematically using it interchangeably with ""policy."" Academics and think-tankers, for their part, have chosen to blow out of proportion a Revolution in Security Affairs in which ""the dividing lines between hard and soft, civil and military security are rapidly dissolving, requiring far more flexibility and causing much confusion as allies and partners have disagreed significantly about how to manage such complexity."" This supposed Revolution has been used as a pretext to dissolve the concept of ""strategy"" in the catch-all notion of ""security,"" the concept of ""national security"" itself in a nebulous ""human security,"" and last but not least, the concept of grand strategy into that of global governance whatever that may mean.9",0_0,0
"\] is an example of a state (there are infinitely many) that is a linear superposition, but it is obviously not non-entangled. It is entangled. It should have a different eigenvalue \(E=1\) which proves that the linear operator cannot exist.",0_0,0
"Students meet state treasurer - Campus With a graduate degree in geology, Mourdock said his studies have convinced him that global warming is not happening. ""I'm scared to death about each of the three candidates and their positions on global climate change,"" Mourdock said. ""Global caps in the last 15 years receded until last year on Mars, but what do we have in common with Mars? Last time I checked, only the sun."" Mourdock explained that humans aren't the cause of global warming and that it's something bigger in the universe, such as the sun.",2_1,1
"We know life is better from stories we've heard in our own homes. Existence has improved enormously within the lifetimes of our immediate family members. My Grandfather O'Rourke was born in 1877, and born into a pretty awful world. The average wage was a dollar a daythat's if you worked; O'Rourkes were not known to do so.",0_0,0
"""A New Jersey Little League is taking safety up a notch. For the first time they're requiring all their volunteers be fingerprinted. We're talking coaches and concession stand workers, too.""",0_0,0
"Right now, Higginbotham's salary and career hang by a thread, preserved only by attorneys he has hired to protect himself from OSU attacks. The Robinsons' studies have been severely disrupted. Meanwhile, however, public outcry in favor of Higginbotham and the students has grown in intensity, especially in Oregon, and a group of prominent alumni donors has offered to pay for the student's remaining PhD work and legal costs to settle the dispute. (Higginbotham is a nuclear power guy; the culprits are in ""nuclear medicine"" and generally anti-nuclear power.)",0_0,0
"Typhoon Vera, September 1958. This typhoons passage over Japan in 1959 caused Japans greatest storm disaster. The death toll reached nearly 5000, with 1.5 million homeless. Typhoon Vera dealt a staggering blow to Japans economy with tremendous damage to roads, bridges and communications from wind, floods and landslides.",0_0,0
"Dubbed geoengineering, it involves purposely ""engineering"" the planet's climate in ways intended to offset warming from greenhouse gas (GHG) emissions. Although Nature""s discussion of the various possibilities is fascinating on its own, the article is more interesting for its implicit insights into climate scientists' blinkered view of how to deal with greenhouse risks.",0_0,0
Researchers say it proves their cosmic impact hypothesis. I say its more evidence of huge explosions in the sky triggered by the Gothenburg magnetic reversal.,0_0,0
Todays Paper | Sydney Morning Herald | smh.com .au,0_0,0
In Keremali Akyaz Plateau district about 10 most elderly stranded citizens were rescued after heavy snowfall there mounted up to 70 cm (27 inches).,1_3,1
Here is another attempt at trying to untangle the Skydragons misunderstanding about the greenhouse effect and the planetary energy balance.,0_0,0
"Academic freedom is the belief that the freedom of inquiry by faculty members is essential to the mission of the academy as well as the principles of academia, and that scholars should have freedom to teach or communicate ideas or facts (including those that are inconvenient to external political groups or to authorities) without being targeted for repression, job loss, or imprisonment. Academic freedom is a contested issue and, therefore, has limitations in practice.",0_0,0
The Nobel Committee has a long tradition for being controversial; it has repeatedly awarded the price to controversial candidates in an effort to reach a hand out to people building bridges for peace and prosperity. This decision was not controversial; it was trite.,0_0,0
"Also July of 2015, and thus the 19th year without any signfiant linear global warming, the question remains: wheres the global warming ?",1_4,1
"Veterans Affairs wind turbine, built for $2.3 million, stands dormant",0_0,0
"It is true, Secretary Kerry, that ""no one nation can stand alone."" But he has promised we will rise to meet the challenge of tackling climate changerising energy prices, that is.",0_0,0
<4262> Klein/LLNL:,0_0,0
"Despite this, no changes were made to the text. In fact, when V.K Raina challenged the 2035 date in his report on Himalayan glaciers for the Indian government, the IPCC accused him of mischief and defended 2035 as a good estimate of when the glaciers would be gone.",5_2,1
"The authors of this new study were able to reveal a dimension of plant-environment feedbacks, which is currently insufficiently investigated and described for the response of plants to future CO2 concentrations, and that dimension reveals a promising future for Earths plant life?? Read More",3_3,1
It is a huge no-brainer that Jan 1974 rain exceeded Jan 2001 . Note the BoM coy way of putting it ??? ???? what data the bureau has suggests 1893??s rainfall was extreme.?? Feb 1893 rain might have exceeded Jan 1974 and 2011 combined.,1_7,1
"Not only are the 14 proxies used in O&B; not independent of prior studies, in fact, they are composed entirely of proxies repeatedly used in previous studies. Astonishingly, 2 of the 14 proxies (2 of only 10 in the Medieval Warm Period) are bristlecone/foxtail pines, despite the fact that these are precisely the proxies that have most been called into question in connection with the work of Mann et al.",5_1,1
"On Wednesday, July 20, authors Timothy and Christina Sandefur will be at The Heartland Institute's Andrew Breitbart Freedom Center in Arlington Heights, Illinois to talk about their book Property Rights in 21st-Century America. On Wednesday, July 27, Eric O'Keefe who successfully fought back against the infamous ""John Doe"" investigations in Wisconsin will be here to talk about how the power of the state can be used to silence patriotic Americans. You won't want to miss either of these important presentations! We hope to see you here in Arlington Heights, but if you are unable to attend in person, the events will be live-streamed and archived on Heartland's YouTube page. SEE UPCOMING EVENTS HERE",0_0,0
"FactCheck: The lead author of the Antarctica study, University of Missouri professor Curt Davis, said : ""These television ads are a deliberate effort to confuse and mislead the public about the global warming debate. They are selectively using only parts of my previous research to support their claims."" Davis's study indicated the increased ice accumulation in the interior might be offsetting the loss of ice at the coastal regions, or might not. It said that whether the entire ice sheet is shrinking ""will depend on the balance between mass changes on the interior and those in coastal areas.""",0_0,0
"Emissions from our power plants, cars, factories, and farms are causing catastrophic climate change!",0_0,0
"We can see this clash most clearly in the reactions of both camps to the Clinton presidency and to Hillary Clinton's once and future candidacy. To liberal progressives, the Clinton presidency is anathema. It was too timid when it had power in 1993-94, and too conciliatory when it shared power with a Republican Congress thereafter. This belief fueled the challenges to Al Gore in 2000 by Bill Bradley in the primaries and Ralph Nader in the general election. It fueled Howard Dean's 2004 bid, and was the impetus behind much of the support for Barack Obama's challenge to frontrunner Hillary Clinton in 2008.",0_0,0
"Translation; Pieces of wood are found repeatedly at the edges of receding glaciers. These provide evidence that it was frequently warmer than today over much of the past 10,000 years.",2_1,1
"The economic pain cuts deeper than wasted taxpayer money because government inventions distort free enterprise, create government dependence, and allow Washington to direct the flow of private-sector investments. The number of investment opportunities is broad and expansive, but the available capital is limited. Of course, investors must choose among the different projects, but government favoritism diverts limited capital by dictating who should receive it by extending the confidence of the government through a subsidy to a politically favored technology or company. For instance, private investors sank $1.1 billion into Solyndra. Much of the private financing came after the Department of Energy announced that Solyndra was one of 16 companies eligible for a loan guarantee in 2007. That $1.1 billion could have been invested elsewhere in the economy.",0_0,0
"Claim F: Climate scientists claim that the .4-.5C warming from 1975-1998 cannot have been caused natural variations. This has never been reconciled with the fact that the 0.6C warming from 1910 to 1940 was almost certainly due mostly to natural forces. Also, the claim that natural forcings could not have caused a 0.2C per decade warming in the 80's and 90's cannot be reconciled with the the current claimed natural ""masking"" of anthropogenic warming that must be on the order of 0.2C per decade.",2_1,1
"The Public Utility Commission is anticipating months of debate. It will hold another five hearings in February, March and April to consider what testimony will be permitted. Evidence will be presented at hearings in early May. Kristen Edwards, staff attorney at the commission, told me: ""We'll consider more meetings as necessary.""",0_0,0
